0,0,-0.4,0,0,104.05
0,0,-0.1,0,0,104.39
0,0,1.1,0,0,105.6
0,-0.2,-0.4,0,0,104.04
0,-0.8,-0.8,0,0,103.65
0,-1.9,-0.7,0,0,103.74
0,-3.4,-0.4,0,0,104.02
0,-5.2,-0.1,0,0,104.26
0,-7.1,0.2,0,0,104.39
0,-9,0.4,0,0,104.43
0,-10.9,0.6,0,0,104.45
0,-12.8,0.7,0,0,104.43
0,-14.6,1,0,0,104.41
0,-16.2,1.2,0,0,104.41
0,-17.7,2.1,0,0,105.05
0,-19.2,2.5,0,0,105.2
0,-20.5,2.8,0,0,105.24
0,-21.8,3.1,0,0,105.26
0,-22.9,3.3,0,0,105.25
0,-24,3.6,0,0,105.26
0,-25,3.8,0,0,105.27
0,-26,4.7,0,0,105.9
0,-26.9,5.1,0,0,106.04
0,-27.7,5.3,0,0,106.07
0,-28.5,5.6,0,0,106.08
0,-29.2,5.8,0,0,106.09
0,-29.9,6.6,0,0,106.72
0,-30.5,6.9,0,0,106.85
0,-31.1,7.2,0,0,106.89
0,-31.7,7.3,0,0,106.9
0,-32.2,8.2,0,0,107.54
0,-32.7,8.5,0,0,107.68
0,-33.1,8.6,0,0,107.7
0,-33.6,8.8,0,0,107.71
0,-34,8.9,0,0,107.7
0,-34.4,9.8,0,0,108.48
0,-34.7,10.1,0,0,108.64
0,-35,10.3,0,0,108.69
0,-35.3,10.4,0,0,108.69
0,-35.6,11.1,0,0,109.33
0,-35.9,11.4,0,0,109.47
0,-36.2,11.5,0,0,109.49
0,-36.4,11.6,0,0,109.49
0,-36.6,11.7,0,0,109.49
0,-36.8,11.7,0,0,109.5
0,-37,12.4,0,0,110.13
0,-37.2,12.7,0,0,110.27
0,-37.4,12.7,0,0,110.3
0,-37.6,12.8,0,0,110.31
0,-37.7,12.9,0,0,110.29
0,-37.8,12.9,0,0,110.3
0,-38,13.7,0,0,111.06
0,-38.1,14,0,0,111.22
0,-38.2,14,0,0,111.26
